posted_date,company_name,job_title,salary,position_level,qualification,years_of_experience,job_type,job_specialisation,industry,company_size
Posted on 17-Feb-22,Kobay Technology Bhd.,General Manager (Extrusion/Adonizing),,Senior Manager,Not Specified,10 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,501 - 1000 Employees
Posted on 24-Feb-22,HPS Partners Pte Ltd (MY Div),Procurement Manager/ Senior Manager,"MYR 11,000 - MYR 17,000",Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Human Resources Management / Consulting,1 - 50 Employees
Posted on 2-Mar-22,Joyous Coffee Shop,Kopitiam helper,"MYR 1,300 - MYR 1,500",Non-Executive,Not Specified,,Full-Time,"Others,General Work",Food & Beverage / Catering / Restaurant,
Posted on 25-Feb-22,Renesas Electronics (Penang) Sdn. Bhd  (formerly known as Integrated Device Tech,Sales Ops - Pricing  / Quote Analyst,,Senior Executive,Not Specified,5 years,Full-Time,"Sales/Marketing,Sales - Corporate",Manufacturing / Production,501 - 1000 Employees
Posted on 14-Feb-22,NationGate Solution (M) Sdn Bhd,Sourcing Officer,"MYR 3,000 - MYR 5,500",Junior Executive,Not Specified,1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,1001 - 2000 Employees
Posted on 14-Feb-22,SYARIKAT PERUSAHAAN JOOI BERSAUDARA SDN. BHD.,PURCHASING EXECUTIVE,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,201 - 500 Employees
Posted on 2-Mar-22,WEILIGHT GLOBAL ENTERPRISE,Wireman,"MYR 1,200 - MYR 1,680",Entry Level,Not Specified,,Full-Time,"Engineering,Electrical",General & Wholesale Trading,1 - 50 Employees
Posted on 1-Mar-22,EL SOLUTIONIST,Sales Executive,"MYR 3,000 - MYR 5,000",Senior Executive,Not Specified,2 years,Full-Time,"Sales/Marketing,Sales - Corporate",Human Resources Management / Consulting,1 - 50 Employees
Posted on 18-Feb-22,Widetech Manufacturing Sdn Bhd,Purchasing Manager,,Manager,Not Specified,5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,501 - 1000 Employees
Posted on 4-Mar-22,DURA-PACK INDUSTRIES (M) SDN. BHD.,SALES & CUSTOMER SERVICE,"MYR 2,700 - MYR 3,780",Junior Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Services,Customer Service",Manufacturing / Production,1 - 50 Employees
Posted on 16-Feb-22,Plexus Manufacturing Sdn Bhd,Material Costing Administrator,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,More than 5000 Employees
Posted on 18-Feb-22,Tek Seng Sdn Bhd,Planner Cum Data Entry Clerk,"MYR 2,900 - MYR 3,200",Non-Executive,"Diploma, Advanced/Higher/Graduate Diploma",,Full-Time,"Manufacturing,Manufacturing",Polymer / Plastic / Rubber / Tyres,201 - 500 Employees
Posted on 16-Feb-22,Plexus Manufacturing Sdn Bhd,Production Planner,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",1 year,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted on 14-Feb-22,CEVA Logistics (Malaysia) Sdn Bhd,Regional Ocean Assistant Manager ( Budgets & Forecasting experience),"MYR 8,000 - MYR 10,000",Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,501 - 1000 Employees
Posted on 17-Feb-22,ASM Front-End Manufacturing Singapore Pte Ltd,"Senior Buyer (Penang, Malaysia)",,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,201 - 500 Employees
Posted on 18-Feb-22,ULTRA CLEAN TECHNOLOGY (MALAYSIA) SDN. BHD.,Material Planner,,Junior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Semiconductor/Wafer Fabrication,501 - 1000 Employees
Posted on 14-Feb-22,Flex,Inventory Control Coordinator,"MYR 2,700 - MYR 3,500",Non-Executive,"Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma",5 years,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,More than 5000 Employees
Posted on 18-Feb-22,Jora Jobs,Production Operator,,Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Full-Time,"Manufacturing,Manufacturing",Human Resources Management / Consulting,1 - 50 Employees
Posted on 21-Feb-22,Atlas Edible Ice Ice (Penang) Sdn Bhd,Operator,"MYR 1,200 - MYR 1,400",Non-Executive,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 17-Feb-22,Robert Bosch Power Tools Sdn Bhd,Technical Buyer - Technical,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",4 years,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,1001 - 2000 Employees
Posted on 11-Mar-22,Pgeon Express Sdn. Bhd.,Sales Executive (Pgeon Store),"MYR 1,800 - MYR 3,600",Senior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma",2 years,Full-Time,"Sales/Marketing,Retail Sales",Transportation / Logistics,1 - 50 Employees
Posted on 23-Feb-22,SWAROVSKI GLOBAL BUSINESS SERVICES ASIA SDN BHD,People Analytics Consultant,,Senior Executive,Not Specified,5 years,Full-Time,"Admin/Human Resources,Human Resources",Call Center/IT-Enabled Services/BPO,1 - 50 Employees
Posted on 5-Mar-22,Mforce Bike Holdings Sdn Bhd,SPARE PARTS SALES EXECUTIVE,,Junior Executive,"Primary/Secondary School/O Level, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Sales/Marketing,Sales - Corporate,Retail Sales",Automobile / Automotive Ancillary / Vehicle,201 - 500 Employees
Posted on 21-Feb-22,Atlas Edible Ice Ice (Penang) Sdn Bhd,Operator,"MYR 1,200 - MYR 1,400",Non-Executive,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,51 - 200 Employees
Posted on 4-Mar-22,ALLSTARZ RESOURCES SDN. BHD.,Account Executive,"MYR 2,800 - MYR 3,300",Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma",5 years,Full-Time,"Accounting/Finance,General/Cost Accounting",General & Wholesale Trading,1 - 50 Employees
Posted on 9-Mar-22,Hai Kwang Furniture Sdn Bhd,Export Marketing Executive,"MYR 2,200 - MYR 3,800",Junior Executive,Not Specified,1 year,Full-Time,"Sales/Marketing,Marketing/Business Dev",General & Wholesale Trading,1 - 50 Employees
Posted on 9-Mar-22,Agensi Pekerjaan PERSOLKELLY Malaysia Sdn Bhd,Business Development ,"MYR 5,500 - MYR 7,000",Manager,"Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Human Resources Management / Consulting,201 - 500 Employees
Posted on 11-Mar-22,OSRAM Opto Semiconductors (Malaysia) Sdn Bhd,Material Development Senior Staff Engineer,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)",10 years,Full-Time,"Engineering,Other Engineering",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 1-Mar-22,Nala Groups,Business Development Executive | Malaysia | up to 5K + commission | MZ,"MYR 5,000 - MYR 7,000",Senior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",3 years,Full-Time,"Sales/Marketing,Marketing/Business Dev",Human Resources Management / Consulting,1 - 50 Employees
Posted on 6-Mar-22,Toll Logistics (Asia) Limited,Account Payable,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma",1 year,Full-Time,"Accounting/Finance,Banking/Financial,Services,Logistics/Supply Chain",Transportation / Logistics,201 - 500 Employees
Posted on 8-Mar-22,VALEO MALAYSIA CDA SDN BHD,PTM Process  Engineer (Molding)/ Quality Engineer,,Senior Executive,Not Specified,2 years,Full-Time,"Engineering,Mechanical",Manufacturing / Production,501 - 1000 Employees
Posted on 9-Mar-22,Armstrong Auto Parts Sdn Bhd,General Administration Assistant Manager,,Senior Executive,"Professional Certificate, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",5 years,Full-Time,"Admin/Human Resources,Clerical/Administrative Support",Manufacturing / Production,501 - 1000 Employees
Posted on 10-Mar-22,Tialoc Malaysia Sdn Bhd,Project Secretary cum Project Administrator - Construction,,Junior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Full-Time,"Admin/Human Resources,Secretarial/Executive Personal Assistant",Construction / Building / Engineering,201 - 500 Employees
Posted on 20-Feb-22,Senei Foodstuff Sdn Bhd,Production Operator,"MYR 1,400 - MYR 1,600",Non-Executive,Primary/Secondary School/O Level,,Full-Time,"Manufacturing,Manufacturing",Food & Beverage / Catering / Restaurant,
Posted on 10-Mar-22,STARFIVE TECHNOLOGY INTERNATIONAL SDN. BHD.,Senior Staff / Staff / Senior SoC Top Level Integration Engineer,,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",7 years,Full-Time,"Engineering,Electronics",Electrical & Electronics,201 - 500 Employees
Posted on 22-Feb-22,Anaika Collections Sdn Bhd.,Storekeeper – Penang,"MYR 1,300 - MYR 2,500",Non-Executive,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Professional Certificate",1 year,Contract,"Sales/Marketing,Retail Sales",Apparel,201 - 500 Employees
Posted on 21-Feb-22,PINKYPYE SDN. BHD.,Project Management / Planner,,Senior Executive,Not Specified,3 years,Full-Time,"Engineering,Mechanical",Manufacturing / Production,1 - 50 Employees
Posted on 14-Mar-22,Hakko Products Sdn. Bhd.,Senior/Manager Sales Engineer,"MYR 4,500 - MYR 7,500",Senior Executive,Not Specified,5 years,Full-Time,"Engineering,Electrical",Manufacturing / Production,1 - 50 Employees
Posted on 12-Mar-22,AGENSI PEKERJAAN JS STAFFING SERVICES SDN BHD,AELB Officer (Radiation Protection) - US MNC Company,,Senior Executive,"Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",4 years,Full-Time,"Engineering,Environmental",Human Resources Management / Consulting,1 - 50 Employees
Posted on 13-Mar-22,Alpha Talent Solutions Sdn Bhd (Recruitment Firm),Sales Executive,"MYR 2,500 - MYR 4,500",Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree",2 years,Contract,"Sales/Marketing,E-commerce",Human Resources Management / Consulting,
Posted on 28-Feb-22,OSRAM Opto Semiconductors (Malaysia) Sdn Bhd,IT Staff Engineer (SAP SCM),,Senior Executive,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)",4 years,Full-Time,"Computer/Information Technology,IT-Software",Semiconductor/Wafer Fabrication,More than 5000 Employees
Posted on 28-Feb-22,TZY PROPERTIES SDN. BHD.,Full Time Customer Relationship Executive / Customer Service Executive 聘请客服,"MYR 3,000 - MYR 4,200",Entry Level,"Primary/Secondary School/O Level, Higher Secondary/STPM/'A' Level/Pre-U, Diploma, Advanced/Higher/Graduate Diploma",,Full-Time,"Services,Customer Service",Property / Real Estate,51 - 200 Employees
Posted on 1-Mar-22,Epsilon Technology ( M ) Sdn Bhd,FINANCE ASSISTANCE MANAGER,"MYR 5,000 - MYR 6,000",Manager,Not Specified,5 years,Full-Time,"Accounting/Finance,General/Cost Accounting",Automobile / Automotive Ancillary / Vehicle,51 - 200 Employees
Posted on 11-Mar-22,Jabil Circuit Sdn Bhd,Asst Quality Manager,,Manager,"Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree",5 years,Full-Time,"Manufacturing,Manufacturing",Electrical & Electronics,More than 5000 Employees
Posted 12 hours ago,Micron Semiconductors,Warehouse Supervisor,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 11-Mar-22,QEL SHIPPING SERVICES,CUSTOMER SERVICE OFFICER,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted on 11-Mar-22,Lifework Staffing Services,Logistics Executive,,Not Specified,Not Specified,,Contract,"Services,Logistics/Supply Chain",Human Resources Management / Consulting,201 - 500 Employees
Posted 12 hours ago,BHL Metal Industries,Store Executive/Hand,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Automobile / Automotive Ancillary / Vehicle,51 - 200 Employees
Posted 12 hours ago,Keysight Technologies,SupplyChain Analyst,,Not Specified,Not Specified,,Temporary,"Services,Logistics/Supply Chain",Electrical & Electronics,2001 - 5000 Employees
Posted 12 hours ago,High Ace Industries Sdn Bhd,Warehouse Executive,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 12 hours ago,Keysight Technologies,Planning Representative,,Not Specified,Not Specified,,Temporary,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted 12 hours ago,Bridge Trading,Penjaga Stor,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,B. Braun Medical,Assistant Manager - Production,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",Healthcare / Medical,More than 5000 Employees
Posted on 10-Mar-22,Flex,"Director, Materials",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,1 - 50 Employees
Posted on 11-Mar-22,Tri-Mode System (Penang) Sdn Bhd,Sales Executive,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1 - 50 Employees
Posted 12 hours ago,HENG HUAT RESORUCES GROUP BERHAD,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Keysight Technologies,Planning Associate,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,2001 - 5000 Employees
Posted 12 hours ago,SYARIKAT S DIN,INVENTORY ASSOCIATE,,Not Specified,Not Specified,,Full-Time,"Sales/Marketing,Retail Sales",Retail / Merchandise,More than 5000 Employees
Posted on 13-Mar-22,TRANSAIRMARINE FREIGHT SERVICES SDN. BHD.,"Document Assistant (Butterworth, Penang)",,Not Specified,Not Specified,,Contract,"Services,Logistics/Supply Chain",Transportation / Logistics,51 - 200 Employees
Posted 12 hours ago,ACRO RUBBER INDUSTRY,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Tonhon Industry Co Sdn Bhd,PRODUCTION WORKER,,Not Specified,Not Specified,,Full-Time,"Engineering,Chemical Engineering",,
Posted 12 hours ago,MMK Spices,Warehouse Worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 12 hours ago,INTERNATIONAL FLAVORS & FRAGRANCES (MALAYSIA) SDN. BHD.,Process Operator,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",Manufacturing / Production,51 - 200 Employees
Posted 12 hours ago,Lam Research,Manufacturing Delivery Manager,,Not Specified,Not Specified,,,"Services,Logistics/Supply Chain",,
Posted 12 hours ago,Micron Semiconductors,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Micron Semiconductors,"Snr Manager, MMP Component Inventory Management",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",,
Posted on 10-Mar-22,Federal Express Services (M) Sdn Bhd,"Coordinator, Ocean Operations (Station in Penang)",,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Transportation / Logistics,1001 - 2000 Employees
Posted 12 hours ago,High Ace Industries Sdn Bhd,Store Helper,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",,
Posted 13 hours ago,ESSENCE FURNITURE SDN. BHD.,Production Supervisor,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Manufacturing / Production,1 - 50 Employees
Posted on 12-Mar-22,Swiss Profile,Storekeeper,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Manufacturing / Production,51 - 200 Employees
Posted on 9-Mar-22,Jabil,Material Handler III,,Not Specified,Not Specified,,Full-Time,"Services,Logistics/Supply Chain",Electrical & Electronics,More than 5000 Employees
Posted 13 hours ago,Agilent Technologies,Manufacturing Cost Modeling Engineer,,Not Specified,Not Specified,,,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,501 - 1000 Employees
Posted on 8-Mar-22,IBIDEN Electronics Malaysia,Storehand/ Store Keeper,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Purchasing/Material Mgmt",Electrical & Electronics,501 - 1000 Employees
Posted 12 hours ago,Lam Research,"Mgr, Order Fulfillment Mgmt",,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",,
Posted 12 hours ago,SAYEN MANUFACTURING SDN. BHD.,Production Operator,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",,
Posted 12 hours ago,Welley Timber Industries,factory worker,,Not Specified,Not Specified,,Full-Time,"Manufacturing,Manufacturing",Construction / Building / Engineering,1 - 50 Employees
Posted 12 hours ago,Lam Research,Master Black Belt,,Not Specified,Not Specified,,,"Manufacturing,Manufacturing",,
